food_name,calories,protein,carbohydrates,fat,fiber,sugar,sodium,calcium,iron,potassium,nutrition_density,meal_type,food_preference,cuisine,allergens,serving_size
Sausage Mcmuffin Mcdonalds,383,14.6,28.2,24.2,1.6,2.2,0.8,257.6,2.3,216.2,328.5,Lunch,Vegetarian,International,None,100 g
Sausage Patty Mcdonalds,115,4.3,0.4,11.2,0.0,0.1,0.2,6.5,0.3,75.8,22.7,Lunch,Vegetarian,International,None,100 g
Sausage Pizza,325,13.3,35.5,14.3,2.7,3.9,0.7,0.078,0.1,223.9,66.337,Lunch,Vegetarian,International,None,100 g
Sauvignon Blanc White Wine,119,0.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,Lunch,Vegetarian,International,None,100 g
Savory Ground,4,0.074,1.0,0.029,0.6,0.0,0.055,0.0,0.043,2.0,1.895,Lunch,Vegetarian,International,None,100 g
Savoury Noodle One Pan Dinner Tandaco,172,0.0,5.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0,6.7,Lunch,Vegetarian,International,None,100 g
Savoy Cabbage Cooked,41,3.1,9.2,0.2,4.8,0.0,0.05,0.0,0.089,56.1,17.612,Lunch,Vegetarian,International,None,100 g
Savoy Cabbage Raw,19,1.4,4.3,0.017,2.2,1.6,0.007,0.066,0.071,29.4,8.199,Lunch,Vegetarian,International,None,100 g
Scallop Imitation,28,3.6,3.0,0.1,0.0,0.0,0.2,2.3,0.058,29.1,9.105,Lunch,Vegetarian,International,None,100 g
Scallop Raw,10,1.8,0.5,0.091,0.0,0.0,0.057,0.9,0.068,30.8,3.417,Lunch,Vegetarian,International,None,100 g
Scallop Squash Cooked,29,1.9,5.9,0.3,3.4,2.7,0.4,27.0,0.6,252.0,58.5,Lunch,Vegetarian,International,None,100 g
Scallop Squash Raw,23,1.6,5.0,0.3,1.6,3.1,0.075,24.7,0.5,236.6,57.1,Lunch,Vegetarian,International,None,100 g
Scallops Cooked,11,2.1,0.5,0.058,0.0,0.0,0.06,0.0,0.057,42.6,2.732,Lunch,Vegetarian,International,None,100 g
Scallops Fried,64,2.6,6.4,3.2,0.0,0.0,0.2,3.1,0.3,49.0,15.698,Lunch,Vegetarian,International,None,100 g
Scotch Broth,197,12.1,23.0,6.4,3.0,0.0,2.1,35.8,2.0,387.4,84.4,Lunch,Vegetarian,International,None,100 g
Scots Kale Cooked,36,2.5,7.3,0.5,0.0,0.0,0.4,171.6,2.5,356.2,253.0,Lunch,Vegetarian,International,None,100 g
Scots Kale Raw,28,1.9,5.6,0.4,1.1,0.0,0.059,137.4,2.0,301.5,235.5,Lunch,Vegetarian,International,None,100 g
Scrambled Eggs,100,6.5,1.0,7.6,0.0,0.8,0.1,26.8,1.2,69.1,44.726,Breakfast,Non-Vegetarian,International,Egg,100 g
Scrambled Eggs Mcdonalds,98,7.7,0.9,7.5,0.0,0.1,0.04,33.7,1.1,70.9,50.931,Breakfast,Non-Vegetarian,International,Egg,100 g
Scrapple,60,2.3,4.0,3.9,0.052,0.063,0.1,2.0,0.5,44.7,13.63,Lunch,Vegetarian,International,None,100 g
Scup Cooked,68,12.1,0.0,1.8,0.0,0.0,0.061,25.5,0.3,184.0,39.718,Lunch,Vegetarian,International,None,100 g
Scup Raw,174,31.3,0.0,4.5,0.0,0.0,0.082,66.4,0.9,476.4,103.111,Lunch,Vegetarian,International,None,100 g
Sea Bass Cooked,125,23.9,0.0,2.6,0.0,0.0,0.058,13.1,0.4,331.3,40.067,Lunch,Vegetarian,International,None,100 g
Sea Bass Raw,125,23.8,0.0,2.6,0.0,0.0,0.084,12.9,0.4,330.2,39.739,Lunch,Vegetarian,International,None,100 g
Seatrout Cooked,247,39.9,0.0,8.6,0.0,0.0,0.1,40.9,0.7,812.8,90.142,Lunch,Vegetarian,International,None,100 g
Seatrout Raw,248,39.8,0.0,8.6,0.0,0.0,0.1,40.5,0.6,811.6,89.528,Lunch,Vegetarian,International,None,100 g
Seaweed Dry,52,3.1,9.2,0.3,7.3,0.0,0.9,59.8,13.3,588.8,98.8,Lunch,Vegetarian,International,None,100 g
Semillon White Wine,121,0.1,4.6,0.0,14.9,0.0,0.0,0.0,0.0,0.0,147.7,Lunch,Vegetarian,International,None,100 g
Semolina,601,21.2,121.6,1.8,6.5,0.0,0.097,28.4,7.3,310.6,186.8,Lunch,Vegetarian,International,None,100 g
Serrano Pepper,2,0.1,0.4,0.075,0.2,0.2,0.067,0.021,0.063,2.4,0.902,Lunch,Vegetarian,International,None,100 g
Sesame Butter,94,2.9,3.8,8.1,0.9,0.0,0.031,153.6,3.1,93.1,172.4,Breakfast,Vegetarian,International,Milk,100 g
Sesame Crunch,9,0.2,0.9,0.6,0.1,0.6,0.027,11.5,0.019,5.5,13.351,Lunch,Vegetarian,International,None,100 g
Sesame Flour,658,38.5,33.3,46.4,0.0,0.0,0.041,198.8,19.0,528.8,336.0,Lunch,Vegetarian,International,None,100 g
Sesame Flour Low Fat,94,14.2,10.0,0.5,0.0,0.0,0.072,42.2,4.0,112.4,70.9,Lunch,Vegetarian,International,None,100 g
Sesame Meal,160,4.8,7.4,13.6,0.0,0.0,0.073,43.3,4.1,114.9,73.2,Lunch,Vegetarian,International,None,100 g
Sesame Oil,40,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,Lunch,Vegetarian,International,None,100 g
Sesame Seeds Dried,52,1.6,2.1,4.5,1.1,0.031,0.049,87.8,1.3,42.1,98.4,Lunch,Vegetarian,International,None,100 g
Sesame Seeds Toasted,45,1.4,2.1,3.8,1.1,0.0,0.07,79.1,1.2,38.0,88.7,Lunch,Vegetarian,International,None,100 g
Sesame Sticks,54,1.1,4.7,3.7,0.3,0.084,0.09,17.0,0.055,17.7,26.81,Lunch,Vegetarian,International,None,100 g
Sesbania Flower Cooked,22,1.2,5.3,0.007,0.0,0.0,0.3,22.9,0.6,111.3,68.544,Lunch,Vegetarian,International,None,100 g
Sesbania Flower Raw,1,0.012,0.2,0.095,0.0,0.0,0.007,0.6,0.091,5.5,3.181,Lunch,Vegetarian,International,None,100 g
Shallots Dried,3,0.1,0.7,0.013,0.1,0.3,0.059,0.043,0.082,2.7,1.07,Lunch,Vegetarian,International,None,100 g
Shallots Raw,18,0.6,4.2,0.061,0.8,2.0,0.044,0.007,0.004,15.0,5.833,Lunch,Vegetarian,International,None,100 g
Shark Cooked,65,5.3,1.8,3.9,0.0,0.0,0.068,14.2,0.3,43.9,25.548,Lunch,Vegetarian,International,None,100 g
Shark Fin Soup,99,6.9,8.2,4.3,0.0,0.0,1.1,21.6,2.0,114.5,43.2,Lunch,Vegetarian,International,None,100 g
Shark Raw,37,5.9,0.0,1.3,0.0,0.0,0.003,9.6,0.2,45.3,17.064,Lunch,Vegetarian,International,None,100 g
Sheanut Oil,1927,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,Lunch,Vegetarian,International,None,100 g
Sheepshead Cooked,234,48.4,0.0,3.0,0.0,0.0,0.1,68.8,1.2,952.3,121.48,Lunch,Vegetarian,International,None,100 g
Sheepshead Raw,257,48.1,0.0,5.7,0.0,0.0,0.2,50.0,1.1,961.5,104.93,Lunch,Vegetarian,International,None,100 g
Shellie Beans Canned,74,4.3,15.2,0.5,8.3,1.5,0.8,0.051,0.2,73.5,28.668,Lunch,Vegetarian,International,None,100 g
Shiitake Mushrooms Cooked,10,0.3,2.6,0.007,0.4,0.7,0.048,0.0,0.2,5.2,3.573,Lunch,Vegetarian,International,None,100 g
Shiitake Mushrooms Dried,11,0.3,2.7,0.061,0.4,0.046,0.086,0.4,0.022,55.2,4.01,Lunch,Vegetarian,International,None,100 g
Shiitake Mushrooms Raw,6,0.4,1.3,0.039,0.5,0.5,0.096,0.4,0.05,57.8,2.788,Lunch,Vegetarian,International,None,100 g
Shoestring French Fries,4,0.099,0.7,0.1,0.099,0.062,0.055,0.3,0.052,10.6,1.604,Lunch,Vegetarian,International,None,100 g
Shortbread Cookies,40,0.5,5.2,1.9,0.1,1.2,0.097,2.8,0.2,8.0,10.729,Lunch,Vegetarian,International,None,100 g
Shortcake,98,1.7,13.7,4.0,0.0,0.0,0.1,58.0,0.7,30.0,78.182,Lunch,Vegetarian,International,None,100 g
Shortening,113,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,12.8,Lunch,Vegetarian,International,None,100 g
Shrimp Canned,128,26.1,0.0,1.7,0.0,0.0,1.1,185.6,2.7,102.4,221.3,Lunch,Non-Vegetarian,International,None,100 g
Shrimp Cooked,7,1.3,0.013,0.092,0.0,0.0,0.012,5.0,0.009,9.4,6.398,Lunch,Non-Vegetarian,International,None,100 g
Shrimp Fried,52,1.3,4.8,3.2,0.1,0.086,0.2,4.9,0.1,13.9,14.433,Lunch,Non-Vegetarian,International,None,100 g
Shrimp Imitation,29,3.5,2.6,0.4,0.0,0.0,0.2,5.4,0.2,25.2,12.119,Lunch,Non-Vegetarian,International,None,100 g
Shrimp Raw,4,0.7,0.041,0.023,0.0,0.0,0.083,2.7,0.072,5.7,3.712,Lunch,Non-Vegetarian,International,None,100 g
Side Salad Mcdonalds,17,0.9,3.7,0.2,1.4,1.9,0.037,20.9,0.6,191.4,41.4,Lunch,Vegetarian,International,None,100 g
Sirloin Steak,324,49.5,0.0,14.1,0.0,0.0,0.6,0.0,0.2,381.8,65.5,Lunch,Vegetarian,International,None,100 g
Sisymbrium Seeds,235,9.0,43.1,3.4,0.0,0.0,0.047,1208.4,0.098,1576.2,1286.643,Lunch,Vegetarian,International,None,100 g
Skipjack Tuna Cooked,407,86.9,0.0,4.0,0.0,0.0,0.1,114.0,4.9,1607.8,212.936,Lunch,Vegetarian,International,None,100 g
Skittles Original Mars,251,0.1,56.3,2.7,0.0,47.0,0.025,0.0,0.0,7.4,100.5,Lunch,Vegetarian,International,None,100 g
Skittles Tropical Mars,251,0.1,56.3,2.7,0.0,47.0,0.095,0.0,0.0,0.0,100.7,Lunch,Vegetarian,International,None,100 g
Skittles Wild Berry Mars,249,0.1,56.3,2.6,0.0,47.1,0.036,0.0,0.0,0.0,100.6,Lunch,Vegetarian,International,None,100 g
Skunk Cabbage,11,1.5,1.8,0.1,1.2,0.0,0.016,43.1,0.9,174.7,79.4,Lunch,Vegetarian,International,None,100 g
Sliced Turkey Breast,17,2.4,0.4,0.6,0.0,0.1,0.1,0.0,0.023,39.8,3.572,Lunch,Non-Vegetarian,International,None,100 g
Smoothie High Protein Creamy Chocolate Slimfast,110,12.0,2.1,3.5,0.0,1.0,0.2,0.0,0.0,0.0,62.6,Lunch,Vegetarian,International,None,100 g
Snap Beans Canned,66,3.5,15.4,0.4,6.6,0.0,0.09,105.4,4.0,403.9,150.2,Lunch,Vegetarian,International,None,100 g
Snap Beans Cooked,44,2.4,9.9,0.4,4.0,1.9,0.086,0.053,0.015,36.3,16.848,Lunch,Vegetarian,International,None,100 g
Snap Beans Raw,31,1.8,7.0,0.2,2.7,3.3,0.025,37.0,1.0,211.0,61.9,Lunch,Vegetarian,International,None,100 g
Snapper Cooked,218,44.7,0.0,2.9,0.0,0.0,0.066,68.0,0.4,887.4,118.742,Lunch,Vegetarian,International,None,100 g
Snapper Raw,218,44.7,0.0,2.9,0.0,0.0,0.1,69.8,0.4,909.1,121.32,Lunch,Vegetarian,International,None,100 g
Snickers Mars,280,4.3,35.1,13.6,1.3,28.8,0.1,0.015,0.2,108.3,54.826,Lunch,Vegetarian,International,None,100 g
Sockeye Salmon Canned,563,79.5,0.0,24.9,0.0,0.0,1.4,781.8,2.2,1058.2,888.6,Lunch,Vegetarian,International,None,100 g
Sockeye Salmon Cooked,493,82.1,0.0,17.3,0.0,0.0,0.3,0.089,0.2,945.5,102.315,Lunch,Vegetarian,International,None,100 g
Sockeye Salmon Raw,562,84.4,0.0,22.2,0.0,0.0,0.4,39.6,1.7,1358.3,148.1,Lunch,Vegetarian,International,None,100 g
Sofrito,488,26.4,11.2,37.5,3.5,0.0,2.4,41.2,1.9,826.1,163.7,Lunch,Vegetarian,International,None,100 g
Soft Pretzels,389,9.4,79.8,3.6,2.0,0.3,0.9,26.5,4.5,101.2,125.8,Lunch,Vegetarian,International,None,100 g
Sorghum,651,21.7,143.3,6.3,12.1,0.0,0.045,53.8,8.4,672.0,245.6,Lunch,Vegetarian,International,None,100 g
Sorghum Flour,437,9.5,93.7,4.0,8.0,2.3,0.023,14.5,3.6,376.3,133.3,Lunch,Vegetarian,International,None,100 g
Sorghum Syrup,61,0.0,15.7,0.0,0.0,15.7,0.096,31.5,0.8,210.0,48.0,Lunch,Vegetarian,International,None,100 g
Sour Cherries,52,1.0,12.5,0.3,1.6,8.7,0.071,0.02,0.1,15.5,15.607,Lunch,Vegetarian,International,None,100 g
Sour Cherries Canned,189,1.9,48.6,0.3,2.0,0.0,0.073,25.2,3.3,239.4,86.3,Lunch,Vegetarian,International,None,100 g
Sour Cream Shoprite,60,0.0,1.0,5.0,0.0,0.014,0.0,0.0,0.0,0.0,6.0,Lunch,Vegetarian,International,None,100 g
Sour Dressing,21,0.4,0.6,2.0,0.0,0.6,0.094,13.6,0.091,19.4,16.853,Lunch,Vegetarian,International,None,100 g
Sour Pickles,17,0.5,3.5,0.3,1.9,1.6,1.9,0.0,0.6,35.7,8.4,Lunch,Vegetarian,International,None,100 g
Soursop,149,2.3,37.9,0.7,7.4,30.5,0.024,31.5,1.4,625.5,127.6,Lunch,Vegetarian,International,None,100 g
Soy Chips,109,7.5,15.0,2.1,1.0,0.5,0.2,48.4,1.5,2.0,75.5,Lunch,Vegetarian,International,Soy,100 g
Soy Flour,23,1.8,1.8,1.1,0.5,0.4,0.023,0.061,0.2,25.7,5.488,Lunch,Vegetarian,International,Soy,100 g
Soy Flour Low Fat,330,40.0,30.7,7.8,14.1,9.3,0.085,250.8,7.2,1839.2,350.6,Lunch,Vegetarian,International,Soy,100 g
Soy Flour Roasted,375,29.6,28.6,18.6,8.2,6.5,0.083,159.8,4.9,1734.9,249.7,Lunch,Vegetarian,International,Soy,100 g
Soy Margarine,88,0.0,0.0,9.9,0.0,0.0,0.1,0.0,0.0,0.0,12.642,Lunch,Vegetarian,International,Soy,100 g
Soy Meal Raw,414,54.8,49.0,2.9,0.0,0.0,0.017,297.7,16.7,3037.8,421.1,Lunch,Vegetarian,International,Soy,100 g
Soy Oil,120,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,13.6,Lunch,Vegetarian,International,Soy,100 g
Soy Proteins Concentrate,93,18.0,7.2,0.1,1.6,0.0,0.3,102.7,3.1,127.4,132.7,Lunch,Vegetarian,International,Soy,100 g
Soy Proteins Isolate,96,22.8,2.1,1.0,1.6,0.0,0.3,50.4,4.1,22.9,82.0,Lunch,Vegetarian,International,Soy,100 g
Soy Sauce,8,1.3,0.8,0.054,0.1,0.097,0.9,0.0,0.031,26.6,2.293,Lunch,Vegetarian,International,Soy,100 g
Soy Vermicelli,463,0.1,115.2,0.1,5.5,24.4,0.032,77.0,2.5,4.2,200.4,Lunch,Vegetarian,International,Soy,100 g
Soya Vanille Joghurt Alpro,21,0.3,1.0,0.6,0.0,0.09,0.0,0.0,0.0,0.0,1.9,Lunch,Vegetarian,International,Soy,100 g
Soybean Cooked,296,28.6,17.1,15.4,10.3,5.2,0.075,0.099,0.7,421.4,72.517,Lunch,Vegetarian,International,Soy,100 g
Soybean Curd Cheese,340,28.1,15.5,18.2,0.0,3.6,0.094,423.0,12.6,447.8,497.4,Breakfast,Vegetarian,International,"Milk, Soy",100 g
Soybean Dry Roasted,419,36.8,30.4,20.1,7.5,0.0,0.077,130.2,3.7,1268.5,233.0,Lunch,Vegetarian,International,Soy,100 g
Soybean Lecithin Oil,104,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,13.6,Lunch,Vegetarian,International,Soy,100 g
Soybean Margarine,34,0.052,0.043,3.8,0.0,0.0,0.005,1.4,0.0,2.0,5.309,Lunch,Vegetarian,International,Soy,100 g
Soybean Oil,120,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.048,0.0,13.67,Lunch,Vegetarian,International,Soy,100 g
Soybean Raw,830,67.9,56.1,37.1,17.3,13.6,0.023,515.2,29.2,3342.4,734.0,Lunch,Vegetarian,International,Soy,100 g
Soymilk,109,7.1,8.4,4.8,1.0,6.1,0.1,0.0,0.3,0.0,22.2,Lunch,Vegetarian,International,Soy,100 g
Soymilk Low Fat,104,4.0,17.5,1.5,1.9,8.5,0.04,199.3,1.1,155.5,225.3,Lunch,Vegetarian,International,Soy,100 g
Soymilk Nonfat,68,6.0,10.1,0.046,0.5,8.9,0.1,281.9,0.9,255.2,299.508,Lunch,Vegetarian,International,Soy,100 g
Spaghetti Cooked,363,13.3,71.0,2.1,4.1,1.3,0.089,0.0,0.2,133.4,90.8,Lunch,Vegetarian,International,None,100 g
Spaghetti Dry,105,3.7,21.1,0.4,0.9,0.8,0.09,5.9,0.9,63.1,32.9,Lunch,Vegetarian,International,None,100 g
Spaghetti Squash Cooked,42,1.0,10.0,0.4,2.2,3.9,0.4,32.6,0.5,181.4,52.1,Lunch,Vegetarian,International,None,100 g
Spaghetti Squash Raw,31,0.6,7.0,0.6,1.5,2.8,0.081,23.2,0.3,109.1,35.3,Lunch,Vegetarian,International,None,100 g
Spaghetti With Meat Sauce,255,14.3,43.1,2.9,5.1,7.4,0.7,50.9,3.5,407.5,135.1,Lunch,Vegetarian,International,None,100 g
Spaghetti With Meatballs,200,8.7,22.9,8.2,5.4,5.8,0.6,0.036,0.1,114.0,45.656,Lunch,Vegetarian,International,None,100 g
Spanish Peanuts,832,38.2,23.1,72.4,13.9,0.0,0.036,154.8,5.7,1086.2,308.1,Snack,Vegetarian,International,Peanuts,100 g
Spanish Peanuts Roasted,851,41.2,25.7,72.1,13.1,0.0,0.6,147.0,3.4,1140.7,302.5,Snack,Vegetarian,International,Peanuts,100 g
Spanish Tomato Sauce,81,3.5,17.7,0.7,3.4,0.0,1.2,41.5,8.5,900.4,96.3,Lunch,Vegetarian,International,None,100 g
Spearmint Dried,1,0.094,0.3,0.018,0.1,0.0,0.012,0.0,0.021,1.4,0.649,Lunch,Vegetarian,International,None,100 g
Spearmint Fresh,3,0.2,0.5,0.089,0.4,0.0,0.092,0.0,0.008,3.4,1.261,Lunch,Vegetarian,International,None,100 g
Spelt Cooked,246,10.7,51.3,1.6,7.6,0.0,0.041,19.4,3.2,277.4,93.8,Lunch,Vegetarian,International,None,100 g
Spelt Raw,588,25.4,122.1,4.2,18.6,11.9,0.076,47.0,7.7,675.1,225.0,Lunch,Vegetarian,International,None,100 g
Spinach Canned,44,4.9,6.8,0.9,3.7,0.0,0.7,194.2,3.7,538.2,245.8,Lunch,Vegetarian,International,None,100 g
Spinach Cooked,41,5.3,6.8,0.5,4.3,0.8,0.1,0.9,0.3,100.8,18.5,Lunch,Vegetarian,International,None,100 g
Spinach Egg Noodles Cooked,211,8.1,38.8,2.5,3.7,1.1,0.068,30.4,1.7,59.2,85.297,Breakfast,Non-Vegetarian,International,Egg,100 g
Spinach Egg Noodles Dry,145,5.6,26.7,1.7,2.6,0.0,0.096,21.3,1.6,134.9,59.5,Breakfast,Non-Vegetarian,International,Egg,100 g
Spinach Pasta Cooked,37,1.4,7.1,0.3,0.0,0.0,0.004,5.1,0.3,10.5,14.201,Lunch,Vegetarian,International,None,100 g
Spinach Raw,7,0.9,1.1,0.1,0.7,0.1,0.036,29.7,0.8,167.4,41.7,Lunch,Vegetarian,International,None,100 g
Spinach Souffle,230,10.7,8.0,17.6,1.0,2.5,0.8,224.4,1.6,314.2,273.4,Lunch,Vegetarian,International,None,100 g
Spinach Spaghetti Cooked,182,6.4,36.6,0.9,0.0,0.0,0.061,42.0,1.5,81.2,87.4,Lunch,Vegetarian,International,None,100 g
Spinach Spaghetti Dry,105,3.8,21.2,0.4,3.0,0.8,0.094,16.4,0.6,106.4,45.4,Lunch,Vegetarian,International,None,100 g
Spiny Lobster Cooked,233,43.0,5.1,3.2,0.0,0.0,0.4,102.7,2.3,339.0,159.731,Lunch,Vegetarian,International,None,100 g
Spiny Lobster Raw,234,43.1,5.1,3.2,0.0,0.0,0.4,102.4,2.5,376.2,160.501,Lunch,Vegetarian,International,None,100 g
Spirulina Dried,20,4.0,1.7,0.5,0.3,0.2,0.031,8.4,2.0,95.4,17.6,Lunch,Vegetarian,International,None,100 g
Splenda Sweetener,336,0.0,91.2,0.0,0.0,80.3,0.0,0.0,0.0,4.0,91.2,Lunch,Vegetarian,International,None,100 g
Split Pea Soup,180,9.7,29.9,2.3,4.8,12.8,0.4,43.0,1.9,463.0,91.6,Lunch,Vegetarian,International,None,100 g
Split Pea Soup With Ham,381,20.7,56.2,8.9,4.6,0.0,1.7,43.2,4.6,801.9,141.2,Lunch,Vegetarian,International,None,100 g
Split Pea Soup With Ham Bacon,189,11.6,28.6,3.1,4.1,0.0,1.0,0.0,2.1,0.0,49.5,Lunch,Vegetarian,International,None,100 g
Split Peas Cooked,227,16.3,40.2,0.8,16.3,5.7,0.5,27.4,2.5,709.5,104.3,Lunch,Vegetarian,International,None,100 g
Split Peas Raw,672,48.4,118.9,2.3,50.2,15.8,0.075,108.4,8.7,1932.6,340.4,Lunch,Vegetarian,International,None,100 g
Sponge Cake,187,4.6,36.4,2.7,0.0,0.0,0.1,26.5,1.0,88.8,71.264,Lunch,Vegetarian,International,None,100 g
Sponge Snack Cake,157,1.5,26.9,4.8,0.4,15.7,0.2,10.1,0.6,29.8,44.404,Lunch,Vegetarian,International,None,100 g
Sports Drink,26,0.0,7.2,0.0,0.0,0.0,0.073,0.0,0.1,24.0,22.4,Lunch,Vegetarian,International,None,100 g
Spot Cooked,79,11.9,0.0,3.1,0.0,0.0,0.022,9.0,0.2,318.0,24.239,Lunch,Vegetarian,International,None,100 g
Spot Raw,79,11.8,0.0,3.1,0.0,0.0,0.022,9.0,0.2,317.4,24.113,Lunch,Vegetarian,International,None,100 g
Spray Dressing,13,0.07,1.3,0.9,0.075,1.1,0.012,0.5,0.096,0.0,2.931,Lunch,Vegetarian,International,None,100 g
Spring Onion Scallions,6,0.4,1.5,0.077,0.5,0.5,0.048,0.006,0.057,7.4,2.554,Lunch,Vegetarian,International,None,100 g
Sprite Coca Cola,80,0.1,20.3,0.063,0.0,18.0,0.021,0.0,0.042,0.0,20.538,Lunch,Vegetarian,International,None,100 g
Sprouted Soybean Cooked,76,8.0,6.1,4.2,0.8,0.4,0.2,55.5,1.2,333.7,83.6,Lunch,Vegetarian,International,Soy,100 g
Sprouted Soybean Raw,85,9.2,6.7,4.7,0.8,0.0,0.005,0.0,0.3,114.8,21.8,Lunch,Vegetarian,International,Soy,100 g
Squab Meat Raw,585,36.8,0.0,47.4,0.0,0.0,0.1,23.9,7.0,396.0,125.5,Lunch,Vegetarian,International,None,100 g
Squid Fried,140,14.4,6.2,6.0,0.0,0.0,0.2,31.2,0.8,223.2,62.028,Lunch,Vegetarian,International,None,100 g
Squid Raw,26,4.4,0.9,0.4,0.0,0.0,0.09,9.1,0.2,69.6,16.386,Lunch,Vegetarian,International,None,100 g
Steak Sandwich,459,30.3,52.0,14.1,0.0,0.0,0.8,91.8,5.2,524.3,198.9,Lunch,Vegetarian,International,None,100 g
Steak Sauce,16,0.2,3.7,0.004,0.3,1.7,0.3,3.2,0.2,53.0,8.815,Lunch,Vegetarian,International,None,100 g
Stewed Tomatoes Canned,66,2.3,15.8,0.5,2.6,9.0,0.6,0.039,0.3,51.0,21.684,Lunch,Vegetarian,International,None,100 g
Stinging Nettles,37,2.4,6.7,0.007,6.1,0.2,0.09,428.1,1.5,297.3,444.816,Lunch,Vegetarian,International,None,100 g
Stockpot Soup,201,9.8,23.1,7.8,0.0,0.0,2.1,43.9,1.8,477.3,90.5,Lunch,Vegetarian,International,None,100 g
Straw Mushrooms Canned,2,0.2,0.3,0.09,0.1,0.0,0.049,0.0,0.06,3.4,0.771,Lunch,Vegetarian,International,None,100 g
Strawberries,4,0.01,0.9,0.069,0.2,0.6,0.068,1.9,0.04,18.4,10.261,Lunch,Vegetarian,International,None,100 g
Strawberries Canned,234,1.4,59.8,0.7,4.3,55.4,0.024,33.0,1.2,218.4,180.9,Lunch,Vegetarian,International,None,100 g
Strawberry Guava,4,0.01,1.0,0.008,0.3,0.0,0.059,1.3,0.071,17.5,4.931,Lunch,Vegetarian,International,None,100 g
Strawberry Topping,53,0.014,13.9,0.096,0.1,5.7,0.099,1.3,0.014,10.7,18.34,Lunch,Vegetarian,International,None,100 g
String Beans Wellsley Farms,8,0.3,1.7,0.0,0.087,0.3,0.0,0.0,0.0,0.0,2.09,Lunch,Vegetarian,International,None,100 g
Studentenfutter Alnatura,139,3.1,13.2,7.8,0.031,11.7,0.0,0.0,0.0,0.0,24.152,Lunch,Vegetarian,International,None,100 g
Sturgeon Cooked,184,28.2,0.0,7.0,0.0,0.0,0.019,23.1,1.2,495.0,59.9,Lunch,Vegetarian,International,None,100 g
Sturgeon Raw,30,4.6,0.0,1.1,0.0,0.0,0.007,3.7,0.2,80.4,9.612,Lunch,Vegetarian,International,None,100 g
Sturgeon Smoked,49,8.8,0.0,1.2,0.0,0.0,0.2,4.8,0.3,107.3,15.175,Lunch,Vegetarian,International,None,100 g
Succotash,213,9.7,46.8,1.5,0.0,0.0,0.5,32.6,2.9,787.2,109.2,Lunch,Vegetarian,International,None,100 g
Sucker Cooked,148,26.6,0.0,3.7,0.0,0.0,0.019,111.6,2.1,603.9,144.006,Lunch,Vegetarian,International,None,100 g
Sucker Raw,146,26.6,0.0,3.7,0.0,0.0,0.0,111.3,2.1,604.2,143.779,Lunch,Vegetarian,International,None,100 g
Sugar Apple,72,1.6,18.2,0.2,3.4,0.0,0.045,0.0,0.075,24.6,23.644,Snack,Vegetarian,International,None,100 g
Sugar Coated Almonds,17,0.4,2.4,0.6,0.013,2.2,0.021,3.5,0.061,8.9,6.936,Snack,Vegetarian,International,Tree Nuts,100 g
Sugar Cookies,72,0.8,10.2,3.2,0.1,5.7,0.007,3.2,0.3,9.5,17.981,Lunch,Vegetarian,International,None,100 g
Sugar Wafers With Creme Filling,51,0.4,7.1,2.3,0.2,4.3,0.06,2.7,0.4,11.8,13.1,Lunch,Vegetarian,International,None,100 g
Summer Squash Cooked,49,2.7,9.9,1.0,2.9,6.4,0.036,0.028,0.3,75.4,17.09,Lunch,Vegetarian,International,None,100 g
Summer Squash Raw,42,3.1,8.7,0.5,2.9,5.7,0.051,0.009,0.1,98.8,15.958,Lunch,Vegetarian,International,None,100 g
Sunflower Oil,120,0.0,0.0,13.6,0.0,0.0,0.0,0.1,0.0,0.0,13.617,Lunch,Vegetarian,International,None,100 g
Sunflower Seed Butter,99,2.8,3.7,8.8,0.9,1.7,0.065,10.2,0.7,92.2,27.5,Breakfast,Vegetarian,International,Milk,100 g
Sunflower Seed Flour,13,1.9,1.4,0.013,0.2,0.0,0.073,4.6,0.3,2.7,8.557,Lunch,Vegetarian,International,None,100 g
Sunflower Seeds Dried,269,9.6,9.2,23.7,4.0,1.2,0.014,35.9,2.4,296.7,85.4,Lunch,Vegetarian,International,None,100 g
Sunflower Seeds Dry Roasted,47,1.5,1.9,4.0,0.9,0.2,0.067,5.6,0.3,68.0,14.3,Lunch,Vegetarian,International,None,100 g
Sunflower Seeds Toasted,829,23.1,27.6,76.1,15.4,0.0,0.8,76.4,9.1,657.9,229.6,Lunch,Vegetarian,International,None,100 g
Surimi,28,4.3,1.9,0.3,0.0,0.0,0.042,2.5,0.057,31.7,9.072,Lunch,Vegetarian,International,None,100 g
Surinam Cherry Pitanga,2,0.045,0.5,0.059,0.0,0.0,0.1,0.6,0.0,7.2,3.056,Lunch,Vegetarian,International,None,100 g
